carat,cut,color,clarity,depth,table,price,x,y,z,rowid
1.29,Ideal,H,SI1,62.10,55.00,7036.00,6.96,7.00,4.34,17502
1.02,Ideal,F,VS2,62.80,57.00,7037.00,6.41,6.36,4.01,17503
1.01,Very Good,F,VS2,61.10,58.00,7037.00,6.45,6.51,3.96,17504
1.21,Ideal,I,VS1,61.80,56.00,7037.00,6.83,6.87,4.23,17505
1.05,Ideal,G,VS1,62.50,56.00,7037.00,6.48,6.54,4.07,17506
1.32,Ideal,E,SI2,62.70,56.00,7037.00,7.03,6.97,4.39,17507
1.19,Ideal,E,SI1,61.30,57.00,7037.00,6.83,6.81,4.18,17508
1.14,Ideal,I,VS1,61.10,56.00,7038.00,6.73,6.76,4.12,17509
1.01,Very Good,E,VS1,62.20,56.00,7039.00,6.38,6.42,3.98,17510
1.15,Very Good,H,VS1,62.50,56.00,7040.00,6.65,6.72,4.18,17511
1.04,Premium,D,VS1,60.80,58.00,7041.00,6.53,6.50,3.96,17512
1.14,Good,G,VS1,63.40,58.00,7042.00,6.61,6.67,4.21,17513
1.14,Ideal,G,VS2,61.50,57.00,7042.00,6.68,6.72,4.12,17514
1.25,Ideal,I,VS1,61.40,58.00,7042.00,6.89,6.93,4.24,17515
1.04,Ideal,G,VS2,61.30,57.00,7044.00,6.53,6.56,4.01,17516
1.30,Premium,D,SI2,61.50,58.00,7044.00,6.98,6.91,4.27,17517
1.04,Premium,E,VS2,61.10,59.00,7047.00,6.54,6.56,4.00,17518
1.21,Good,G,VS2,64.10,58.00,7047.00,6.74,6.67,4.30,17519
1.21,Ideal,H,VS1,60.50,57.00,7047.00,6.91,6.88,4.17,17520
1.04,Good,G,VS1,63.80,57.00,7049.00,6.40,6.43,4.09,17521
1.04,Very Good,G,VS1,61.80,58.00,7049.00,6.50,6.55,4.03,17522
1.24,Very Good,H,SI1,60.80,60.00,7050.00,6.90,6.94,4.21,17523
1.12,Good,F,VS2,63.80,57.00,7051.00,6.61,6.59,4.21,17524
1.30,Ideal,H,SI1,62.20,56.00,7054.00,7.03,6.98,4.36,17525
1.11,Premium,G,VS2,61.50,58.00,7055.00,6.69,6.62,4.09,17526
1.09,Ideal,H,VVS1,61.40,56.00,7055.00,6.64,6.67,4.09,17527
1.02,Ideal,G,VS1,61.40,57.00,7055.00,6.45,6.49,3.98,17528
1.26,Premium,H,SI1,61.30,57.00,7056.00,7.01,6.93,4.27,17529
1.50,Fair,F,SI2,64.70,59.00,7056.00,7.13,7.05,4.59,17530
1.00,Premium,F,VS1,62.00,59.00,7056.00,6.42,6.35,3.96,17531
1.00,Premium,F,VS1,59.20,60.00,7056.00,6.53,6.48,3.58,17532
1.00,Premium,F,VS1,59.20,60.00,7056.00,6.53,6.48,3.85,17533
1.00,Premium,F,VS1,62.70,55.00,7056.00,6.39,6.34,3.99,17534
1.01,Ideal,F,VS1,61.70,59.00,7056.00,6.44,6.42,3.97,17535
1.05,Premium,E,VS2,62.10,58.00,7056.00,6.54,6.50,4.05,17536
1.50,Fair,F,SI2,65.30,57.00,7056.00,7.15,7.09,4.65,17537
1.00,Ideal,F,VS1,61.70,55.00,7056.00,6.42,6.39,3.95,17538
1.50,Premium,F,SI2,62.40,58.00,7056.00,7.31,7.24,4.54,17539
1.50,Premium,I,SI2,62.20,61.00,7056.00,7.24,7.19,4.49,17540
1.34,Ideal,G,SI2,61.10,56.00,7058.00,7.11,7.13,4.35,17541
1.01,Ideal,G,VS1,59.10,55.00,7059.00,6.60,6.53,3.88,17542
1.32,Ideal,I,VS2,61.70,59.00,7059.00,7.03,7.06,4.35,17543
1.14,Ideal,H,VS2,62.00,55.00,7059.00,6.71,6.72,4.16,17544
1.01,Good,F,VVS2,63.60,60.00,7059.00,6.36,6.31,4.03,17545
1.22,Premium,F,SI1,62.50,59.00,7059.00,6.83,6.78,4.25,17546
1.01,Premium,G,VS1,60.70,58.00,7059.00,6.52,6.49,3.95,17547
1.01,Premium,F,VS2,62.50,59.00,7062.00,6.41,6.32,3.98,17548
1.51,Good,J,VS2,64.00,58.00,7062.00,7.27,7.24,4.64,17549
1.05,Premium,G,VS1,61.60,58.00,7063.00,6.51,6.48,4.00,17550
1.05,Ideal,G,VS1,62.00,56.00,7063.00,6.53,6.47,4.03,17551
1.03,Ideal,G,VS2,61.60,55.00,7064.00,6.49,6.54,4.01,17552
1.19,Good,E,VS2,57.40,60.00,7064.00,7.00,6.90,3.99,17553
1.13,Ideal,D,SI1,61.40,56.00,7066.00,6.69,6.74,4.12,17554
1.55,Very Good,H,SI1,63.20,57.00,7066.00,7.35,7.31,4.64,17555
1.55,Very Good,H,SI1,63.20,57.00,7066.00,7.35,7.31,4.64,17556
1.02,Good,F,VS1,63.70,57.00,7068.00,6.35,6.39,4.06,17557
1.70,Ideal,H,I1,62.60,54.10,7068.00,7.58,7.63,4.77,17558
1.01,Premium,G,VVS2,61.20,59.00,7068.00,6.42,6.36,3.91,17559
1.07,Ideal,G,VS1,61.80,55.00,7069.00,6.55,6.59,4.06,17560
2.25,Fair,G,I1,64.90,58.00,7069.00,8.15,8.12,5.28,17561
1.05,Ideal,G,VS2,62.20,54.00,7070.00,6.53,6.55,4.07,17562
1.00,Premium,F,VS2,59.00,59.00,7072.00,6.54,6.51,3.85,17563
1.20,Very Good,H,VS2,62.50,60.00,7072.00,6.72,6.78,4.22,17564
1.62,Very Good,J,SI2,61.60,60.00,7072.00,7.52,7.64,4.67,17565
1.20,Ideal,H,VS2,62.80,57.00,7072.00,6.75,6.79,4.25,17566
1.20,Ideal,H,VS2,61.20,59.00,7072.00,6.84,6.89,4.20,17567
1.16,Ideal,G,VS2,62.30,57.00,7074.00,6.66,6.72,4.17,17568
1.16,Premium,G,VS2,59.90,60.00,7074.00,6.85,6.88,4.11,17569
1.10,Ideal,G,VS2,62.50,54.00,7074.00,6.59,6.62,4.12,17570
1.20,Ideal,E,SI1,62.30,55.00,7074.00,6.78,6.84,4.24,17571
1.06,Ideal,F,VS2,61.00,57.00,7075.00,6.57,6.60,4.02,17572
1.17,Very Good,G,VS2,63.20,57.00,7076.00,6.73,6.71,4.25,17573
1.08,Fair,G,VS1,64.70,60.00,7076.00,6.44,6.41,4.16,17574
1.50,Premium,D,SI2,59.60,59.00,7076.00,7.54,7.46,4.47,17575
1.02,Ideal,G,VS1,61.10,56.00,7077.00,6.51,6.54,3.99,17576
1.02,Ideal,F,VS2,62.00,55.00,7078.00,6.47,6.50,4.02,17577
1.09,Ideal,G,VS1,60.50,57.00,7078.00,6.69,6.73,4.06,17578
1.06,Very Good,E,VS2,61.00,60.00,7079.00,6.57,6.53,4.00,17579
1.32,Ideal,I,VS2,60.80,57.00,7079.00,7.02,7.07,4.28,17580
1.01,Very Good,F,VS1,62.50,60.00,7079.00,6.36,6.41,3.99,17581
1.20,Ideal,I,VVS2,62.90,55.00,7079.00,6.75,6.79,4.26,17582
1.14,Ideal,H,SI1,61.80,56.00,7079.00,6.68,6.72,4.14,17583
1.14,Ideal,H,SI1,61.60,56.00,7079.00,6.72,6.74,4.14,17584
1.14,Ideal,H,SI1,61.50,55.00,7079.00,6.72,6.75,4.14,17585
1.14,Premium,G,VS2,60.90,57.00,7079.00,6.79,6.73,4.12,17586
1.32,Ideal,F,SI1,61.60,56.00,7079.00,7.11,7.05,4.36,17587
1.08,Premium,F,VS2,62.80,59.00,7079.00,6.55,6.47,4.09,17588
1.14,Premium,G,VS2,61.40,60.00,7079.00,6.71,6.68,4.11,17589
1.20,Very Good,I,VVS1,62.60,56.00,7080.00,6.70,6.74,4.21,17590
1.29,Ideal,G,VS2,62.90,57.00,7080.00,6.91,6.89,4.34,17591
1.59,Fair,I,SI2,65.20,58.00,7080.00,7.28,7.24,4.73,17592
1.09,Ideal,G,VS2,62.40,55.00,7081.00,6.61,6.56,4.11,17593
1.00,Fair,D,VS1,55.90,60.00,7083.00,6.77,6.71,4.38,17594
1.00,Good,E,VVS1,64.10,62.00,7084.00,6.29,6.26,4.02,17595
1.40,Ideal,H,SI2,61.20,56.00,7084.00,7.18,7.23,4.41,17596
1.22,Ideal,E,SI1,61.70,56.00,7085.00,6.88,6.92,4.26,17597
1.21,Ideal,I,VVS1,61.60,55.00,7086.00,6.88,6.80,4.21,17598
1.48,Premium,I,SI2,61.30,58.00,7086.00,7.39,7.32,4.51,17599
1.30,Very Good,I,VS2,61.80,56.00,7087.00,6.98,7.04,4.33,17600
1.18,Ideal,D,SI1,61.90,55.00,7087.00,6.76,6.80,4.20,17601
1.33,Ideal,H,SI1,62.70,56.00,7088.00,6.99,7.04,4.40,17602
1.21,Ideal,E,SI1,62.30,56.00,7088.00,6.87,6.81,4.26,17603
1.72,Premium,F,I1,60.50,59.00,7089.00,7.80,7.71,4.69,17604
1.23,Premium,H,VS2,62.90,57.00,7089.00,6.84,6.77,4.28,17605
1.33,Premium,I,VS1,61.50,58.00,7090.00,7.06,7.02,4.33,17606
1.33,Good,I,VS1,63.70,56.00,7090.00,6.96,6.92,4.42,17607
1.33,Premium,E,SI2,62.50,58.00,7090.00,7.03,6.99,4.38,17608
1.12,Ideal,H,VVS2,62.30,53.00,7091.00,6.64,6.70,4.16,17609
1.02,Ideal,F,VS1,60.70,56.00,7091.00,6.53,6.61,3.99,17610
1.24,Premium,H,VS1,62.20,59.00,7092.00,6.83,6.90,4.27,17611
1.24,Very Good,H,VS1,62.60,54.00,7092.00,6.84,6.88,4.29,17612
1.30,Very Good,H,VS2,62.50,59.00,7092.00,6.93,6.96,4.34,17613
1.13,Very Good,F,VS1,61.60,58.00,7092.00,6.61,6.68,4.09,17614
1.18,Very Good,D,SI1,61.70,57.00,7093.00,6.80,6.84,4.21,17615
1.01,Very Good,E,VS2,60.40,60.00,7094.00,6.47,6.44,3.90,17616
1.21,Premium,H,VS1,62.30,58.00,7094.00,6.77,6.84,4.24,17617
1.01,Very Good,E,VS1,60.90,55.00,7094.00,6.48,6.58,3.98,17618
1.56,Good,J,VS2,57.60,65.00,7094.00,7.62,7.60,4.38,17619
1.16,Fair,F,VS1,57.80,67.00,7094.00,6.97,6.84,3.99,17620
1.38,Ideal,G,SI2,61.40,55.00,7094.00,7.20,7.17,4.41,17621
1.15,Ideal,I,VS1,61.70,56.00,7096.00,6.73,6.76,4.16,17622
1.00,Premium,E,VS1,63.00,60.00,7096.00,6.38,6.32,4.00,17623
1.20,Good,E,SI1,64.00,61.00,7096.00,6.67,6.61,4.25,17624
1.39,Good,F,SI2,63.80,55.00,7096.00,7.08,7.05,4.51,17625
1.01,Very Good,F,VS2,62.10,57.00,7098.00,6.38,6.43,3.98,17626
1.50,Very Good,G,SI2,63.20,58.00,7098.00,7.25,7.19,4.56,17627
1.50,Premium,G,SI2,62.10,60.00,7098.00,7.34,7.28,4.54,17628
1.50,Fair,H,SI2,59.30,58.00,7098.00,7.31,7.37,4.35,17629
1.28,Ideal,H,VS2,62.30,56.00,7098.00,6.97,6.89,4.32,17630
1.28,Premium,H,VS2,61.20,60.00,7098.00,6.99,6.94,4.26,17631
1.14,Ideal,G,VS2,60.50,60.00,7099.00,6.77,6.75,4.09,17632
1.63,Ideal,F,I1,62.00,55.10,7100.00,7.50,7.57,4.68,17633
1.15,Ideal,H,SI1,61.60,55.00,7100.00,6.74,6.79,4.17,17634
1.02,Premium,D,VS2,62.70,58.00,7101.00,6.44,6.35,4.01,17635
1.03,Very Good,D,VS2,63.30,57.00,7102.00,6.39,6.44,4.06,17636
1.29,Good,I,VS2,57.90,61.00,7102.00,7.16,7.13,4.14,17637
1.51,Ideal,G,SI2,61.80,57.00,7103.00,7.37,7.31,4.54,17638
1.36,Premium,I,VS2,61.90,56.00,7104.00,7.17,7.08,4.41,17639
1.22,Premium,H,VS1,62.70,56.00,7105.00,6.82,6.74,4.25,17640
1.24,Very Good,G,SI1,61.80,58.00,7106.00,6.90,6.96,4.28,17641
1.14,Very Good,D,SI1,60.20,60.00,7106.00,6.70,6.85,4.08,17642
1.41,Premium,H,SI2,59.10,57.00,7106.00,7.41,7.34,4.36,17643
1.01,Very Good,F,VS1,63.20,58.00,7107.00,6.32,6.34,4.00,17644
1.31,Very Good,G,SI2,62.20,58.00,7107.00,7.05,6.98,4.36,17645
1.13,Ideal,H,VVS2,59.70,59.00,7108.00,6.89,6.77,4.08,17646
1.52,Ideal,G,SI2,61.90,57.00,7108.00,7.43,7.38,4.58,17647
1.11,Ideal,G,VS2,61.70,56.00,7109.00,6.62,6.66,4.10,17648
1.52,Very Good,J,VS2,63.10,61.00,7109.00,7.23,7.19,4.55,17649
1.28,Ideal,H,SI1,61.80,57.00,7109.00,7.02,6.97,4.32,17650
1.08,Ideal,F,VS2,61.90,55.00,7110.00,6.58,6.64,4.09,17651
1.21,Ideal,I,VS1,61.70,53.00,7111.00,6.89,6.92,4.26,17652
1.10,Ideal,G,VS1,61.50,57.00,7111.00,6.65,6.62,4.08,17653
1.21,Very Good,H,VS2,59.10,59.00,7113.00,6.95,6.99,4.12,17654
1.16,Ideal,G,VS2,61.70,57.00,7113.00,6.72,6.80,4.17,17655
1.00,Good,D,VS2,63.10,56.00,7114.00,6.36,6.40,4.02,17656
1.20,Very Good,F,VS2,62.40,58.00,7114.00,6.76,6.80,4.23,17657
1.00,Premium,F,VS1,62.60,58.00,7114.00,6.37,6.40,4.00,17658
1.00,Ideal,G,VS1,62.70,53.00,7114.00,6.39,6.46,4.03,17659
1.10,Premium,F,VS2,61.10,57.00,7115.00,6.71,6.65,4.08,17660
1.23,Ideal,I,VVS1,62.10,57.00,7117.00,6.90,6.83,4.26,17661
1.07,Very Good,F,VS1,62.00,58.00,7118.00,6.57,6.59,4.08,17662
1.02,Ideal,D,VS1,62.70,55.00,7118.00,6.49,6.40,4.04,17663
1.32,Very Good,H,SI1,62.40,58.00,7119.00,7.02,7.09,4.40,17664
1.03,Ideal,G,VS1,62.00,57.00,7119.00,6.45,6.48,4.00,17665
1.03,Ideal,G,VS1,61.70,54.00,7119.00,6.49,6.52,4.01,17666
0.94,Ideal,F,VS2,61.20,57.00,7120.00,6.29,6.33,3.86,17667
1.01,Ideal,F,VS1,62.20,57.00,7122.00,6.38,6.48,4.00,17668
1.06,Premium,E,VS2,61.40,60.00,7123.00,6.57,6.53,4.02,17669
1.59,Premium,F,SI2,62.20,58.00,7123.00,7.49,7.45,4.64,17670
1.15,Ideal,H,VS1,62.70,57.00,7123.00,6.68,6.64,4.17,17671
1.32,Very Good,I,VS2,60.50,59.00,7125.00,7.02,7.06,4.26,17672
1.51,Very Good,J,SI1,60.60,57.00,7125.00,7.38,7.46,4.50,17673
1.27,Very Good,H,SI1,62.30,58.00,7125.00,6.87,6.94,4.30,17674
1.29,Ideal,F,SI2,61.90,55.00,7126.00,6.95,7.01,4.32,17675
1.01,Premium,F,VS1,61.30,58.00,7127.00,6.52,6.44,3.97,17676
1.01,Very Good,F,VS1,63.30,60.00,7127.00,6.35,6.32,4.01,17677
1.01,Ideal,D,VS2,59.80,56.00,7127.00,6.52,6.49,3.89,17678
1.01,Good,E,VS1,63.80,60.00,7127.00,6.25,6.23,3.98,17679
1.01,Very Good,D,VS2,63.10,60.00,7127.00,6.39,6.35,4.02,17680
1.01,Premium,F,VS1,62.40,61.00,7127.00,6.39,6.36,3.98,17681
1.44,Very Good,H,SI2,58.20,61.00,7128.00,7.45,7.51,4.35,17682
1.16,Ideal,G,VS2,60.70,58.00,7128.00,6.86,6.81,4.15,17683
1.02,Premium,G,VS1,61.00,61.00,7129.00,6.58,6.53,4.00,17684
1.02,Ideal,G,VS1,61.60,55.00,7129.00,6.53,6.46,4.00,17685
1.23,Ideal,H,VS2,62.20,55.00,7130.00,6.81,6.85,4.25,17686
1.06,Premium,G,VS1,62.00,58.00,7130.00,6.56,6.51,4.05,17687
1.06,Premium,G,VS1,62.80,56.00,7130.00,6.52,6.47,4.08,17688
1.30,Premium,D,SI2,60.20,59.00,7130.00,7.05,7.00,4.23,17689
1.19,Premium,G,VS2,62.30,58.00,7130.00,6.82,6.77,4.23,17690
0.91,Very Good,E,VVS2,61.10,61.00,7131.00,6.24,6.20,3.80,17691
2.27,Fair,G,I1,68.60,56.00,7131.00,7.99,7.94,5.47,17692
1.06,Very Good,G,VS1,61.70,57.00,7132.00,6.52,6.56,4.04,17693
1.27,Premium,G,SI1,61.40,59.00,7133.00,6.98,6.94,4.27,17694
1.21,Ideal,I,VVS2,62.20,55.00,7134.00,6.79,6.83,4.23,17695
1.00,Good,G,VVS1,63.80,60.00,7134.00,6.35,6.31,4.04,17696
1.01,Very Good,F,VS2,63.80,55.00,7135.00,6.31,6.38,4.05,17697
1.51,Very Good,J,SI1,62.40,58.00,7136.00,7.27,7.32,4.55,17698
1.11,Ideal,H,VVS2,61.20,56.00,7136.00,6.74,6.70,4.11,17699
1.01,Very Good,G,VVS2,62.50,54.00,7137.00,6.38,6.41,4.00,17700
0.32,Ideal,G,SI1,60.90,57.00,612.00,4.46,4.44,2.71,17701
0.32,Ideal,G,SI1,60.80,56.00,612.00,4.48,4.44,2.71,17702
0.32,Premium,G,SI1,60.50,59.00,612.00,4.43,4.39,2.67,17703
0.32,Ideal,D,SI2,61.40,56.00,612.00,4.46,4.43,2.73,17704
0.31,Good,H,VVS1,63.70,56.00,612.00,4.30,4.33,2.75,17705
0.31,Premium,H,VVS1,61.80,59.00,612.00,4.32,4.36,2.68,17706
0.30,Very Good,F,VVS2,64.10,55.00,613.00,4.20,4.25,2.71,17707
0.30,Very Good,F,VVS2,64.20,56.00,613.00,4.22,4.26,2.72,17708
0.31,Very Good,I,VVS1,57.70,62.00,613.00,4.51,4.53,2.61,17709
0.32,Very Good,F,VS1,59.10,59.00,613.00,4.45,4.48,2.64,17710
0.41,Ideal,J,VS2,62.40,55.00,613.00,4.75,4.77,2.97,17711
0.41,Ideal,J,VS2,62.40,53.00,613.00,4.79,4.83,3.00,17712
0.41,Ideal,J,VS2,62.20,54.00,613.00,4.76,4.79,2.97,17713
0.41,Ideal,J,VS2,61.70,55.00,613.00,4.80,4.82,2.97,17714
0.41,Ideal,J,VS2,62.30,54.00,613.00,4.77,4.80,2.98,17715
0.37,Ideal,E,SI1,61.00,56.00,613.00,4.66,4.68,2.85,17716
0.30,Good,F,VVS2,66.00,55.00,613.00,4.19,4.21,2.77,17717
0.50,Fair,F,I1,71.00,57.00,613.00,4.87,4.79,3.43,17718
0.37,Very Good,H,SI1,62.60,63.00,613.00,4.60,4.50,2.85,17719
0.50,Fair,F,I1,68.40,54.00,613.00,4.94,4.82,3.35,17720
0.33,Very Good,H,VVS2,61.60,56.00,614.00,4.44,4.47,2.74,17721
0.33,Very Good,H,VVS2,61.90,55.00,614.00,4.44,4.46,2.75,17722
0.33,Very Good,H,VVS2,61.80,57.00,614.00,4.43,4.46,2.74,17723
0.33,Very Good,H,VVS2,61.90,56.00,614.00,4.44,4.47,2.76,17724
0.26,Very Good,E,VVS2,62.90,56.00,614.00,4.07,4.10,2.57,17725
0.32,Ideal,H,VVS2,62.30,57.00,614.00,4.34,4.37,2.71,17726
0.32,Ideal,G,VS1,61.40,54.00,614.00,4.45,4.48,2.74,17727
0.39,Ideal,E,SI2,61.00,55.00,614.00,4.74,4.77,2.90,17728
0.30,Very Good,D,SI1,58.80,63.00,614.00,4.35,4.32,2.55,17729
0.35,Very Good,H,VS1,62.60,58.00,614.00,4.49,4.52,2.82,17730
1.01,Good,G,VVS2,62.40,61.00,7137.00,6.34,6.38,3.97,17731
1.01,Good,G,VVS2,63.20,59.00,7137.00,6.27,6.35,3.99,17732
1.03,Ideal,F,VS1,61.70,56.00,7137.00,6.49,6.54,4.02,17733
1.18,Premium,G,VS2,62.30,62.00,7137.00,6.72,6.69,4.18,17734
1.51,Very Good,I,SI2,62.90,58.00,7139.00,7.24,7.30,4.57,17735
1.51,Fair,J,VS1,65.20,56.00,7139.00,7.16,7.11,4.65,17736
1.13,Ideal,G,VS2,62.10,53.00,7140.00,6.69,6.74,4.17,17737
1.50,Premium,I,SI2,59.50,62.00,7140.00,7.46,7.39,4.42,17738
1.70,Premium,I,SI2,61.70,56.00,7140.00,7.66,7.57,4.70,17739
1.50,Very Good,I,SI1,60.20,63.00,7140.00,7.38,7.33,4.43,17740
1.20,Very Good,I,IF,59.10,61.00,7141.00,6.91,6.99,4.11,17741
1.21,Premium,H,VS2,61.00,58.00,7142.00,6.90,6.83,4.19,17742
1.23,Very Good,E,SI1,59.20,62.00,7143.00,7.00,7.05,4.16,17743
1.32,Good,I,VS1,59.20,58.00,7143.00,7.14,7.18,4.24,17744
1.56,Premium,J,VS1,61.30,59.00,7144.00,7.54,7.49,4.61,17745
1.00,Very Good,E,SI1,63.00,54.00,7145.00,6.36,6.40,4.02,17746
1.51,Premium,G,SI2,62.70,57.00,7145.00,7.33,7.29,4.58,17747
1.12,Ideal,D,SI1,61.20,58.00,7145.00,6.65,6.68,4.08,17748
1.51,Ideal,I,SI1,62.20,56.00,7145.00,7.36,7.27,4.55,17749
1.00,Very Good,D,VS2,61.50,63.00,7146.00,6.35,6.31,3.89,17750
1.46,Very Good,I,SI1,62.50,57.00,7146.00,7.15,7.19,4.48,17751
1.31,Good,G,SI1,63.40,56.50,7147.00,6.87,6.97,4.40,17752
1.19,Very Good,H,VS1,62.40,59.00,7147.00,6.73,6.79,4.22,17753
1.13,Ideal,G,VS2,61.90,56.00,7147.00,6.68,6.71,4.14,17754
1.33,Ideal,I,VS2,61.10,54.00,7148.00,7.14,7.15,4.37,17755
1.06,Very Good,D,VS2,59.60,60.00,7149.00,6.68,6.71,3.99,17756
0.92,Very Good,D,VVS2,62.80,58.00,7150.00,6.11,6.22,3.87,17757
1.50,Very Good,I,SI2,63.10,59.00,7150.00,7.24,7.15,4.54,17758
1.13,Premium,G,VS2,61.90,58.00,7151.00,6.70,6.67,4.14,17759
1.19,Very Good,E,VS2,59.20,60.00,7152.00,6.93,6.95,4.11,17760
1.22,Very Good,H,VS1,58.90,59.00,7152.00,6.96,7.02,4.12,17761
1.19,Good,H,VS1,60.80,61.00,7152.00,6.86,6.88,4.18,17762
1.12,Ideal,D,SI1,60.50,56.00,7153.00,6.75,6.78,4.09,17763
1.29,Premium,H,VS2,61.20,60.00,7153.00,7.03,6.95,4.28,17764
1.05,Premium,F,VS2,62.60,58.00,7154.00,6.50,6.47,4.06,17765
1.64,Good,G,SI2,63.80,58.00,7154.00,7.45,7.41,4.74,17766
1.22,Premium,F,VS2,63.00,60.00,7154.00,6.85,6.74,4.28,17767
1.51,Very Good,G,SI2,63.10,58.00,7154.00,7.23,7.19,4.55,17768
1.59,Ideal,J,SI2,62.10,54.00,7155.00,7.51,7.44,4.64,17769
1.17,Ideal,G,VS1,59.40,57.00,7155.00,6.93,6.87,4.10,17770
1.05,Ideal,G,VS1,61.30,57.00,7155.00,6.58,6.51,4.01,17771
1.56,Premium,I,SI1,61.70,59.00,7155.00,7.44,7.38,4.57,17772
1.42,Ideal,I,SI1,61.90,57.00,7157.00,7.23,7.15,4.45,17773
1.36,Ideal,F,SI2,62.00,56.00,7157.00,7.08,7.11,4.40,17774
1.13,Ideal,G,VS2,61.60,57.00,7159.00,6.68,6.70,4.12,17775
1.06,Ideal,G,VS2,62.80,55.00,7160.00,6.49,6.51,4.08,17776
1.50,Good,H,SI2,64.20,56.00,7161.00,7.20,7.26,4.64,17777
1.50,Very Good,H,SI2,62.00,63.00,7161.00,7.24,7.28,4.50,17778
1.55,Premium,E,SI2,58.50,57.00,7161.00,7.66,7.57,4.46,17779
1.51,Premium,I,SI2,62.60,59.00,7162.00,7.28,7.31,4.57,17780
1.32,Ideal,I,SI1,62.00,57.00,7162.00,6.99,7.04,4.35,17781
1.51,Good,J,SI1,62.40,64.00,7162.00,7.31,7.23,4.54,17782
1.24,Premium,F,SI1,61.60,59.00,7162.00,6.94,6.89,4.26,17783
1.00,Very Good,G,VVS2,60.30,62.00,7163.00,6.41,6.45,3.88,17784
1.32,Premium,H,SI1,61.50,61.00,7163.00,7.05,6.97,4.31,17785
1.00,Premium,G,VS1,59.70,59.00,7164.00,6.57,6.50,3.90,17786
1.01,Ideal,G,VVS2,60.60,57.00,7167.00,6.54,6.50,3.95,17787
1.07,Very Good,G,VS1,62.80,58.00,7168.00,6.48,6.52,4.08,17788
1.00,Ideal,E,VS2,59.60,57.00,7168.00,6.43,6.42,3.83,17789
1.00,Premium,E,VS2,61.30,58.00,7168.00,6.41,6.38,3.92,17790
1.00,Premium,E,VS2,63.00,58.00,7168.00,6.25,6.22,3.93,17791
1.00,Premium,F,VS2,60.70,57.00,7168.00,6.50,6.45,3.93,17792
1.33,Premium,H,SI1,61.90,58.00,7171.00,6.98,7.04,4.34,17793
1.14,Ideal,G,VS2,61.50,57.00,7171.00,6.72,6.68,4.12,17794
1.14,Very Good,G,VS1,63.40,58.00,7171.00,6.67,6.61,4.21,17795
1.32,Very Good,G,SI2,61.60,57.00,7173.00,6.98,7.05,4.32,17796
1.10,Very Good,F,VS2,62.80,56.00,7174.00,6.56,6.59,4.13,17797
1.15,Very Good,G,VS2,60.10,60.00,7175.00,6.75,6.80,4.08,17798
1.02,Ideal,F,VS2,62.30,56.00,7175.00,6.39,6.54,4.00,17799
1.16,Ideal,H,VS1,62.40,56.00,7175.00,6.71,6.73,4.19,17800
1.04,Premium,E,VS2,61.10,59.00,7175.00,6.56,6.54,4.00,17801
1.27,Very Good,H,VS2,59.20,58.00,7176.00,7.07,7.15,4.21,17802
1.00,Very Good,G,VVS2,63.00,56.00,7177.00,6.37,6.40,4.02,17803
1.50,Good,J,VS2,61.70,56.00,7177.00,7.23,7.33,4.49,17804
1.50,Good,J,VS2,63.60,58.00,7177.00,7.20,7.23,4.59,17805
1.50,Very Good,J,VS2,60.50,63.00,7177.00,7.27,7.32,4.41,17806
1.00,Ideal,E,VS2,62.50,57.00,7177.00,6.38,6.45,4.01,17807
1.00,Ideal,F,VS1,61.40,56.00,7177.00,6.46,6.51,3.98,17808
1.04,Good,G,VS1,63.80,57.00,7177.00,6.43,6.40,4.09,17809
1.23,Very Good,H,VS2,60.20,63.00,7177.00,6.95,6.91,4.17,17810
1.01,Ideal,G,VS1,61.80,58.00,7178.00,6.40,6.42,3.96,17811
1.01,Very Good,G,VS1,60.90,55.00,7179.00,6.46,6.51,3.95,17812
1.01,Ideal,G,VS2,61.90,56.00,7179.00,6.40,6.44,3.97,17813
1.01,Ideal,G,VS2,61.40,57.00,7179.00,6.44,6.50,3.97,17814
1.01,Ideal,G,VS1,61.90,54.00,7179.00,6.44,6.48,4.00,17815
1.11,Premium,F,VS2,61.30,56.00,7179.00,6.68,6.63,4.08,17816
1.23,Ideal,I,VS1,61.60,54.00,7181.00,6.90,6.94,4.26,17817
1.19,Ideal,H,VS1,62.10,54.00,7181.00,6.80,6.83,4.23,17818
1.50,Premium,E,SI2,61.50,60.00,7182.00,7.29,7.22,4.46,17819
1.35,Fair,I,VS2,61.60,62.00,7182.00,7.15,7.10,4.39,17820
1.25,Ideal,H,SI1,62.20,54.00,7182.00,6.93,6.88,4.30,17821
1.33,Ideal,I,VS2,62.50,54.00,7186.00,7.02,7.05,4.40,17822
1.52,Fair,J,VS1,65.40,58.00,7186.00,7.22,7.17,4.70,17823
1.08,Ideal,G,VS2,62.30,54.00,7187.00,6.59,6.61,4.11,17824
1.50,Premium,H,SI2,61.40,62.00,7187.00,7.40,7.25,4.49,17825
1.50,Fair,H,SI2,65.50,53.00,7187.00,7.14,7.11,4.67,17826
1.51,Fair,H,VS2,65.60,56.00,7188.00,7.08,4.70,4.00,17827
1.01,Very Good,G,VVS2,61.90,58.00,7188.00,6.38,6.44,3.97,17828
1.31,Very Good,H,SI1,60.30,58.00,7189.00,7.02,7.10,4.26,17829
